Energy_Consumption_kWh/km,Speed_kmh,Slope_%,Temperature_C,Road_Type,Humidity_%,Wind_Speed_ms,Weather_Condition,Traffic_Condition
0.216,93.5,0.1,5.3,0,95.1,1.7,1,0
0.249,116.5,4.5,39.3,0,49.7,6.3,0,1
0.202,38.2,-5.0,12.9,2,53.1,7.6,2,0
0.237,118.3,-1.7,-11.5,0,39.6,4.5,0,0
0.305,62.9,7.1,27.0,2,83.1,6.4,2,2
0.267,112.8,-1.1,5.8,0,98.5,13.5,2,1
0.445,76.4,10.5,-8.2,0,80.9,11.6,3,2
0.234,114.8,0.1,15.6,2,94.2,10.2,0,1
0.217,92.9,-3.6,-1.3,0,99.9,8.1,1,1
0.17,76.0,-3.8,36.7,0,22.8,1.8,0,1
0.228,54.4,5.7,23.5,0,51.8,1.2,0,0
0.267,126.6,-0.6,7.8,2,93.5,14.5,1,1
0.241,108.1,-3.3,27.4,2,81.8,0.1,0,2
0.288,61.9,5.9,10.5,2,78.6,3.7,2,2
0.246,38.3,0.4,35.6,0,42.5,9.4,2,1
0.247,105.7,8.9,24.2,1,65.9,7.6,0,0
0.312,128.9,3.0,38.8,1,41.2,10.0,2,1
0.326,50.7,11.4,3.7,0,60.7,2.4,0,2
0.212,120.7,-0.5,30.6,2,56.2,8.1,0,0
0.188,33.8,-2.4,0.5,2,57.1,6.3,0,0
0.334,124.7,4.9,3.7,0,98.2,5.4,0,2
0.31,102.0,6.2,-1.7,2,36.0,12.8,2,0
0.125,58.1,-7.7,31.1,1,77.2,6.9,0,0
0.255,53.5,5.4,34.5,0,67.8,6.9,1,0
0.247,90.8,-4.4,-4.2,2,56.7,8.2,0,2
0.314,85.3,11.2,32.6,0,53.2,10.0,2,1
0.258,121.1,3.5,38.1,2,29.6,6.2,0,1
0.22,104.3,-5.5,14.2,2,40.7,8.0,2,0
0.25,79.4,-6.9,-1.7,0,25.9,15.0,0,2
0.405,122.0,9.6,36.2,0,63.0,8.0,3,1
0.295,85.2,9.0,35.8,1,76.2,9.3,1,2
0.242,113.5,0.7,-7.8,2,52.8,2.8,0,1
0.23,112.5,-6.3,37.7,2,89.9,5.3,2,1
0.268,121.1,-0.2,1.7,0,91.5,12.4,0,1
0.283,27.4,7.2,9.3,0,26.6,1.8,1,1
0.299,84.2,5.2,15.4,0,77.6,0.0,2,2
0.323,71.5,9.3,3.2,2,29.8,8.6,0,1
0.344,74.0,7.0,-11.4,2,23.5,4.6,1,2
0.191,70.6,-1.4,24.4,0,51.6,4.2,0,0
0.221,112.1,-1.2,27.3,1,77.4,1.5,2,1
0.313,55.0,5.0,14.2,0,58.5,12.3,3,1
0.221,70.9,-1.8,8.7,2,74.6,13.1,1,1
0.323,42.1,9.4,25.0,0,76.4,12.3,0,2
0.231,47.7,-1.4,39.7,0,30.4,8.9,0,2
0.227,92.6,1.8,36.3,1,73.5,8.4,2,0
0.189,32.9,-7.1,16.0,1,91.6,14.4,2,0
0.177,40.7,-5.6,30.0,0,26.6,6.7,0,0
0.215,78.1,-5.4,-2.9,2,33.5,1.6,2,0
0.228,24.8,-1.1,5.5,0,82.2,3.0,1,1
0.194,34.0,-5.7,37.8,0,98.7,11.1,0,1
0.242,115.0,1.1,15.6,0,87.6,11.5,1,1
0.217,113.1,-2.6,14.7,1,40.4,7.1,2,1
0.2,58.3,-2.6,-1.7,0,55.9,5.7,0,0
0.211,58.3,0.9,12.1,2,68.7,2.2,0,1
0.312,123.0,9.1,-5.8,2,42.6,1.9,0,0
0.257,22.8,7.2,25.3,2,54.9,13.9,0,0
0.286,83.8,9.7,33.0,0,94.8,7.4,0,1
0.279,85.7,11.8,27.6,2,63.0,11.9,0,0
0.272,106.7,-7.8,-8.2,2,49.9,3.6,2,2
0.332,124.7,5.9,15.9,2,73.1,12.2,0,2
0.218,59.1,-5.6,5.1,1,56.4,11.2,1,2
0.397,68.2,10.7,2.9,0,87.8,3.9,2,2
0.207,93.8,-3.5,28.8,1,26.0,10.8,2,0
0.242,126.4,-1.0,11.4,0,78.3,3.1,2,0
0.413,118.0,11.6,31.6,1,49.7,7.2,3,2
0.294,93.4,9.3,7.3,0,95.9,7.4,0,1
0.245,114.2,-7.1,14.9,0,99.6,4.5,0,2
0.181,29.4,-7.1,2.6,2,23.3,12.3,0,0
0.3,61.5,8.4,7.0,2,24.6,3.6,1,2
0.179,21.4,-6.6,22.7,2,47.2,14.6,0,0
0.367,39.5,9.0,0.6,2,82.2,3.2,3,1
0.281,89.4,10.5,39.9,1,23.5,10.6,2,0
0.222,117.4,-7.5,29.9,1,48.6,7.7,0,2
0.26,89.6,-3.6,-8.4,0,29.0,13.2,1,1
0.217,93.1,-7.5,-2.3,1,23.1,4.2,0,1
0.182,31.4,-6.5,22.0,2,27.7,1.7,2,0
0.228,93.1,2.7,-5.4,0,58.6,0.7,0,0
0.272,70.0,6.6,-14.7,0,56.9,0.5,0,1
0.249,91.7,1.6,20.7,1,67.2,12.7,2,1
0.185,55.9,-0.3,-2.1,1,43.2,10.4,0,0
0.184,84.0,-3.9,-5.3,1,70.5,1.9,0,0
0.224,66.6,-3.3,22.3,1,74.4,13.7,2,1
0.239,81.5,3.6,7.5,2,88.6,9.5,0,0
0.286,36.2,9.1,36.8,2,51.1,2.4,0,1
0.225,63.5,0.1,-0.3,0,87.3,5.5,0,1
0.333,61.2,10.8,-1.5,1,97.2,4.5,1,2
0.169,101.0,-7.0,16.0,2,74.7,3.9,0,0
0.299,97.7,8.6,12.1,0,51.4,10.3,1,1
0.267,120.0,-1.2,-9.7,1,37.9,12.6,0,1
0.284,89.5,9.4,18.4,0,33.2,4.7,0,1
0.306,54.6,10.4,25.7,0,31.7,8.8,1,1
0.299,106.2,6.0,-4.2,1,23.4,4.3,2,0
0.215,74.7,-0.9,-1.1,0,88.9,5.9,0,1
0.275,41.3,1.1,-11.4,1,96.3,9.7,0,2
0.24,102.2,3.0,-4.6,1,43.9,1.1,0,1
0.241,34.6,1.2,6.1,0,83.6,3.5,2,0
0.284,39.6,7.8,21.8,0,49.8,13.3,0,1
0.294,103.5,7.4,12.9,2,38.4,11.4,2,1
0.209,104.7,-7.7,-4.8,1,26.1,7.3,1,0
0.244,107.0,-5.0,-8.7,0,78.3,14.3,0,0
0.249,52.3,-0.7,12.2,0,45.0,2.1,1,2
0.285,115.3,5.4,37.6,2,59.9,9.8,1,1
0.201,99.5,-3.4,2.3,2,26.4,0.6,0,1
0.224,111.7,-1.5,-6.4,2,71.3,14.4,0,0
0.212,97.9,1.2,30.5,2,64.2,12.3,1,0
0.259,83.8,3.8,0.8,0,40.9,0.2,1,0
0.299,32.0,10.0,-9.1,1,22.5,4.4,0,0
0.317,98.2,8.1,39.5,2,52.3,11.1,2,1
0.271,96.0,-0.8,-3.3,1,46.3,13.1,0,2
0.313,54.4,7.4,4.1,0,29.4,5.0,2,1
0.32,100.9,8.7,-4.4,2,77.4,14.7,1,0
0.252,80.6,2.4,37.3,0,77.2,13.4,0,1
0.184,81.5,-2.1,22.4,0,63.8,6.9,1,0
0.255,60.4,10.9,25.6,0,41.3,2.8,0,0
0.348,32.8,11.2,-9.4,1,28.4,13.3,0,2
0.147,43.9,-3.5,22.0,1,50.3,6.5,0,0
0.33,104.6,7.7,13.6,0,84.6,13.8,1,2
0.157,49.9,-7.2,11.2,1,41.3,12.3,0,0
0.159,20.2,-8.0,12.9,1,97.8,0.8,0,0
0.224,129.7,-1.0,19.6,2,58.4,1.1,2,0
0.268,43.2,1.3,-10.4,0,34.9,10.3,1,0
0.254,92.1,2.9,17.3,2,42.1,5.2,0,2
0.219,122.0,-0.4,11.7,1,65.8,4.5,1,0
0.167,86.0,-5.4,5.3,2,31.8,1.2,0,0
0.265,107.9,-1.1,15.4,0,27.6,11.7,0,2
0.28,127.4,8.4,5.0,0,65.8,3.3,0,0
0.233,114.6,-1.3,-7.4,1,67.5,4.3,0,1
0.274,81.4,3.8,-11.4,1,20.4,2.3,2,1
0.268,60.0,5.6,-8.3,1,83.1,12.6,0,0
0.278,73.1,6.6,21.1,1,87.7,13.3,2,1
0.229,112.6,1.8,26.1,0,81.1,3.6,2,0
0.219,113.9,-5.5,22.0,0,95.5,7.7,1,1
0.395,113.0,10.0,-14.6,2,72.8,7.7,3,0
0.213,85.7,-2.8,14.2,2,27.9,14.3,0,1
0.256,72.5,-1.2,-14.3,1,65.0,14.8,0,2
0.265,54.2,7.5,-11.4,1,77.1,0.0,0,1
0.31,20.4,7.3,-11.0,0,78.0,2.1,0,1
0.373,104.1,9.9,-9.2,0,61.8,13.4,1,1
0.224,50.5,-7.3,-12.9,0,46.4,11.7,0,1
0.385,56.3,9.5,-11.5,1,79.7,7.2,3,2
0.294,112.8,7.8,24.8,1,40.0,3.3,1,1
0.268,25.7,2.5,12.0,1,50.8,5.7,3,1
0.233,122.0,-4.8,37.5,0,29.9,9.9,1,1
0.264,20.1,2.9,15.8,0,87.1,6.3,2,1
0.256,123.3,-4.1,38.3,2,90.4,1.7,2,2
0.311,70.0,11.3,1.5,1,21.6,13.3,2,0
0.304,31.2,6.2,8.7,1,75.7,3.8,2,2
0.206,94.2,3.9,20.1,1,91.8,4.9,1,0
0.338,118.5,8.3,19.1,2,43.3,12.6,0,2
0.287,68.2,2.6,-14.8,0,64.7,12.1,1,1
0.146,96.0,-6.8,12.6,0,83.9,0.4,0,0
0.2,127.7,-2.8,9.3,2,55.8,2.8,0,0
0.319,46.5,11.6,-3.3,0,36.1,7.8,1,1
0.332,110.2,9.0,25.3,1,22.0,9.3,0,2
0.318,52.5,10.5,28.2,2,31.4,6.4,1,2
0.224,66.9,-6.0,18.6,1,28.7,5.4,3,1
0.199,51.0,-3.0,7.6,1,60.1,7.0,2,1
0.199,69.1,-6.7,4.0,0,47.6,3.1,2,0
0.305,20.6,8.4,-7.0,0,35.4,11.5,0,0
0.196,53.4,-4.5,20.0,2,59.1,9.5,2,0
0.215,69.0,0.2,27.3,0,50.4,11.4,0,1
0.258,89.5,-2.6,-8.0,0,30.1,9.1,1,1
0.289,90.1,10.6,5.8,2,84.3,0.2,0,1
0.265,84.2,4.2,8.3,2,63.5,10.2,2,0
0.288,52.2,8.0,24.3,0,26.2,3.9,2,0
0.287,124.2,4.0,-10.0,0,97.1,8.7,0,0
0.232,63.1,4.3,-1.1,2,86.8,5.3,0,0
0.202,43.9,-0.3,20.6,0,33.8,2.6,1,1
0.188,81.0,-3.2,38.0,1,27.6,11.5,0,1
0.184,102.4,-1.0,26.5,1,30.6,1.4,1,0
0.227,21.3,-2.1,25.0,0,60.1,3.9,2,1
0.26,50.4,5.8,-2.5,1,41.9,12.3,0,0
0.252,110.7,0.5,3.0,0,24.3,8.0,1,1
0.274,75.8,3.0,0.7,2,34.5,14.9,1,1
0.246,64.9,7.4,26.0,2,34.4,7.1,1,0
0.302,122.4,-2.7,-13.4,0,27.3,13.8,2,0
0.236,29.8,0.5,8.0,0,39.6,8.9,0,1
0.273,87.7,2.4,27.5,0,70.5,3.1,3,1
0.212,57.6,-6.9,-7.1,0,23.6,11.0,1,1
0.204,27.8,-5.0,36.9,1,31.0,10.9,0,1
0.202,43.5,-6.7,35.0,0,57.5,6.2,1,1
0.256,89.1,7.0,38.4,0,59.8,9.5,0,0
0.169,23.1,-2.0,14.9,0,79.3,0.9,0,0
0.27,85.1,0.5,-7.0,0,86.4,7.6,0,2
0.274,125.3,5.4,27.0,0,20.4,6.3,0,1
0.317,107.5,11.3,31.4,1,33.9,6.5,1,1
0.387,58.0,8.2,-10.7,0,57.6,10.7,2,2
0.216,35.2,-6.8,9.4,1,26.3,13.1,0,2
0.185,71.2,-1.9,18.3,0,28.1,3.9,0,0
0.179,63.2,-7.0,21.6,0,20.2,3.0,2,0
0.237,126.9,-6.8,12.0,2,73.6,13.1,2,0
0.246,128.9,-5.5,-12.3,2,46.9,5.0,0,1
0.183,65.2,-1.6,17.5,1,28.3,3.0,0,1
0.268,36.4,-3.4,-10.0,0,89.5,4.4,0,2
0.246,120.2,-1.0,-10.9,1,96.9,13.3,0,0
0.324,107.3,8.4,-10.3,2,97.7,11.2,0,1
0.285,76.2,8.0,37.0,2,81.7,7.3,1,1
0.254,60.2,-1.0,22.9,1,72.9,5.7,3,1
0.283,69.3,5.2,19.0,0,22.0,4.2,1,2
0.26,119.2,-0.5,25.4,2,22.4,14.2,2,0
0.259,40.3,-0.3,-1.7,2,38.0,5.0,2,1
0.297,108.7,5.5,2.3,0,96.8,10.0,0,1
0.21,22.0,-0.3,34.7,0,90.0,7.7,0,1
0.24,121.3,3.0,21.2,0,25.5,0.7,2,0
0.204,75.0,-5.7,30.8,0,52.4,14.5,2,0
0.365,44.9,2.8,37.0,0,48.6,10.2,3,2
0.285,20.3,6.8,9.8,0,70.3,3.9,0,1
0.247,81.6,9.8,17.0,1,20.4,8.7,0,0
0.181,46.9,-5.1,1.9,1,84.4,6.6,0,0
0.242,89.4,0.2,31.0,0,56.1,12.1,0,1
0.22,50.9,1.7,10.0,2,81.2,12.1,0,1
0.297,29.7,10.1,24.5,2,30.5,14.9,0,1
0.174,75.6,-2.9,16.1,1,33.1,3.7,2,0
0.175,82.1,-4.7,14.2,0,54.5,1.2,0,1
0.194,69.8,-5.2,-6.4,1,77.8,13.0,0,0
0.223,70.4,-4.9,24.8,0,78.6,6.8,0,2
0.299,84.9,9.4,-12.1,0,86.8,3.7,0,0
0.248,77.9,4.4,27.8,0,66.9,8.9,2,0
0.272,34.6,0.4,35.7,2,21.3,10.1,2,2
0.253,41.7,9.3,29.0,1,47.9,12.4,1,0
0.308,35.6,-2.0,-4.5,0,87.2,12.9,3,1
0.311,96.3,10.6,1.8,0,46.0,9.6,0,1
0.288,78.1,7.2,-3.4,0,90.1,10.8,2,0
0.187,67.3,-7.6,-2.3,1,74.3,5.1,0,1
0.203,107.8,1.3,29.8,0,91.7,8.5,0,0
0.336,55.8,8.8,-11.5,1,55.7,14.4,2,0
0.218,82.5,-0.1,10.8,0,52.3,10.6,1,1
0.324,28.2,11.7,17.7,2,29.4,3.3,2,0
0.298,101.9,8.9,37.2,0,60.5,12.8,0,1
0.243,96.5,7.1,20.9,0,97.6,14.6,0,0
0.206,108.3,-5.3,23.8,1,65.4,6.1,2,0
0.245,117.3,-5.8,15.0,2,44.4,1.1,2,2
0.254,103.4,4.8,5.4,1,88.3,11.5,0,0
0.318,112.9,5.2,4.4,2,90.0,14.5,2,0
0.241,58.0,-5.0,23.7,0,87.4,5.3,1,2
0.267,57.8,9.1,5.3,1,56.5,6.0,0,1
0.285,123.9,9.5,21.9,2,55.5,11.7,0,0
0.218,120.6,0.3,15.1,2,82.7,11.3,0,1
0.291,80.3,4.2,15.5,0,57.4,14.4,1,2
0.226,60.3,2.2,2.9,2,94.8,2.5,0,1
0.225,115.3,-7.3,-4.0,2,53.0,10.3,0,0
0.253,55.6,-6.2,-13.2,0,42.4,10.6,1,1
0.262,36.9,7.6,-0.4,1,32.9,10.5,0,0
0.174,90.3,1.8,16.1,2,81.8,4.1,0,0
0.246,24.7,4.2,30.7,0,78.8,0.0,0,1
0.281,61.7,4.3,29.1,0,78.4,14.0,2,1
0.2,108.8,-0.4,27.1,1,23.7,5.9,0,1
0.256,52.5,-7.4,-5.4,0,93.8,8.9,0,2
0.271,122.4,7.7,22.5,2,71.2,6.2,0,0
0.282,125.1,1.4,-2.3,1,83.1,6.2,0,2
0.247,109.7,-5.2,3.2,0,44.1,5.2,0,2
0.293,128.6,-7.6,25.8,0,76.4,5.9,3,1
0.218,78.4,-7.6,1.5,0,89.8,11.5,2,0
0.175,82.6,-7.3,19.5,1,77.8,6.2,0,1
0.185,112.0,-4.9,22.2,2,33.3,11.8,0,0
0.188,74.2,-3.4,38.1,0,77.2,12.4,0,0
0.224,64.7,-3.1,-6.2,0,56.5,5.1,1,1
0.261,87.6,4.6,-5.2,2,27.9,8.8,0,0
0.214,92.3,-3.2,10.3,0,67.7,2.2,2,1
0.25,102.6,5.5,13.9,2,73.7,1.1,1,0
0.315,93.5,8.5,6.2,2,21.9,9.6,1,1
0.225,102.0,-0.3,20.0,0,75.4,5.0,0,1
0.331,94.2,6.4,17.7,0,53.8,11.0,1,2
0.161,72.8,-5.9,21.3,0,50.5,2.3,1,0
0.212,34.8,-1.4,34.6,2,77.6,3.4,0,2
0.297,106.4,5.7,-6.9,1,95.4,6.0,0,2
0.345,23.4,10.6,29.9,2,53.1,13.7,0,2
0.28,129.2,4.3,18.2,1,49.1,1.8,2,1
0.183,111.1,-0.7,33.5,1,85.5,11.0,0,0
0.279,93.8,-1.7,-14.1,1,94.1,14.4,0,2
0.191,126.3,-0.2,30.7,1,80.8,0.9,0,1
0.298,87.4,5.1,-3.4,2,20.4,12.7,1,1
0.212,26.2,-1.5,37.3,1,28.7,11.5,2,0
0.26,81.5,1.4,2.5,2,59.6,8.1,0,2
0.26,50.5,7.2,24.5,2,98.1,9.3,1,0
0.25,60.6,-3.2,29.6,1,43.9,10.9,3,1
0.256,70.6,6.3,35.8,0,96.9,1.8,1,1
0.324,105.2,7.2,-3.9,2,80.3,10.3,0,1
0.29,75.3,9.3,19.1,2,77.6,4.9,0,1
0.193,72.2,-7.5,-13.1,1,51.9,1.6,2,0
0.209,53.2,-5.7,-11.8,0,28.8,5.9,0,1
0.322,79.4,11.1,7.8,2,49.1,12.8,0,1
0.201,47.3,-5.5,23.2,2,59.9,14.0,0,0
0.19,48.7,1.8,21.0,0,91.4,2.0,1,0
0.21,103.3,-4.7,10.8,2,85.2,13.3,1,0
0.293,57.7,8.2,18.2,0,48.8,14.1,1,1
0.22,25.7,-6.1,19.1,0,38.1,9.0,0,1
0.179,57.8,-6.3,31.2,2,61.8,1.1,1,1
0.203,90.2,2.1,33.8,1,98.9,6.8,0,0
0.167,109.5,-3.2,6.0,1,20.8,1.2,0,0
0.343,125.8,5.2,-11.4,0,31.5,7.9,0,1
0.238,102.1,5.7,-1.8,1,82.5,0.2,1,0
0.324,67.2,3.7,-9.7,1,40.4,10.5,2,2
0.24,52.9,8.7,28.6,1,32.9,12.3,0,0
0.326,34.3,5.9,-11.7,0,24.2,8.8,0,2
0.174,89.0,-4.2,10.7,0,76.2,3.2,0,0
0.269,76.1,-6.4,14.8,0,22.5,13.8,2,2
0.268,94.5,7.0,30.6,2,84.5,1.6,2,1
0.256,46.1,6.8,23.6,0,92.3,10.8,0,1
0.274,55.6,9.0,17.9,0,28.6,10.6,0,0
0.208,52.1,-4.0,16.9,0,20.6,11.1,0,1
0.179,107.7,-3.5,10.9,0,92.7,0.8,1,0
0.267,38.8,3.5,34.4,2,91.0,2.1,3,0
0.262,86.9,-4.9,-5.2,2,21.6,1.3,2,2
0.195,25.6,-2.1,38.0,1,47.6,8.4,2,0
0.272,80.4,8.2,18.2,1,77.2,5.5,0,2
0.252,27.0,-1.3,-1.9,0,43.2,2.7,2,1
0.174,39.3,-7.8,25.2,2,80.9,6.0,1,1
0.27,32.4,5.0,5.6,2,58.6,14.8,0,1
0.219,58.1,-4.4,-9.5,1,47.6,4.7,1,1
0.251,57.8,-4.1,-10.5,0,27.4,10.0,2,0
0.162,110.9,-7.7,16.0,0,29.6,0.4,0,0
0.25,44.8,3.6,20.4,0,43.4,13.0,0,1
0.307,29.5,3.2,3.1,0,22.2,11.2,0,2
0.185,86.4,-6.1,23.1,2,39.6,10.3,0,0
0.21,95.6,-7.0,-0.2,0,21.9,5.8,0,1
0.214,52.4,1.8,4.0,0,60.2,4.5,0,0
0.323,86.3,7.6,-2.4,0,78.4,2.6,1,2
0.279,105.4,11.1,19.9,2,76.6,6.9,0,0
0.18,58.2,-6.5,11.9,1,88.7,14.0,0,1
0.26,77.8,6.2,-6.7,2,27.8,13.5,0,0
0.187,36.1,-4.2,38.5,2,74.0,14.9,0,0
0.159,22.6,-7.3,34.3,0,85.3,2.6,0,0
0.229,128.0,-1.3,28.0,2,93.6,8.0,0,1
0.255,53.0,3.5,-9.7,2,83.2,3.5,1,0
0.267,50.7,4.0,9.0,1,62.3,6.3,3,0
0.216,127.1,-7.0,13.6,0,56.0,13.2,1,0
0.294,100.1,10.6,37.0,0,50.5,7.4,1,0
0.181,84.4,-6.9,4.9,0,81.9,0.5,0,1
0.208,96.9,-3.7,21.8,2,82.9,2.0,2,1
0.204,98.1,0.7,15.5,0,92.0,6.7,0,0
0.282,104.0,10.9,29.5,1,22.8,10.0,1,0
0.304,27.4,11.8,-8.9,1,90.0,8.4,0,0
0.201,65.4,-8.0,30.4,2,22.9,14.9,1,1
0.178,52.5,-3.5,20.8,0,57.6,15.0,0,0
0.295,27.8,2.0,-8.9,1,76.1,10.7,3,0
0.266,65.4,5.9,26.0,2,57.2,13.7,1,1
0.274,87.8,5.1,3.3,0,67.8,14.2,0,0
0.219,39.6,-3.0,-10.6,0,42.0,12.3,1,0
0.243,53.6,-4.0,9.2,0,53.9,11.3,1,2
0.269,90.3,-7.7,-5.3,2,48.9,8.9,0,2
0.308,83.7,8.9,-0.0,2,38.2,6.7,2,0
0.232,115.6,-0.4,39.9,1,21.0,9.8,1,0
0.297,107.0,9.3,-6.7,1,63.1,0.1,0,1
0.235,126.2,-1.5,5.9,2,55.8,4.6,0,1
0.289,85.7,7.1,21.4,2,28.8,4.4,2,1
0.185,96.8,-6.6,38.6,1,71.4,2.4,0,1
0.304,114.7,8.2,5.6,2,58.8,12.0,0,0
0.349,112.4,9.8,-3.3,2,84.2,7.9,0,2
0.202,99.1,-2.7,7.3,2,33.6,14.7,1,0
0.195,75.0,-5.2,-6.2,2,74.0,7.7,1,0
0.193,50.1,-4.1,39.3,0,21.1,8.0,1,0
0.288,116.5,9.4,11.1,2,71.9,8.5,0,0
0.247,105.4,-2.3,21.3,0,59.6,11.3,2,1
0.236,112.2,-3.4,4.7,2,83.0,10.3,1,1
0.353,35.5,11.6,-0.7,0,64.8,11.3,2,1
0.332,54.6,5.4,-9.9,2,50.8,12.4,2,1
0.336,66.7,8.6,28.0,0,67.1,10.8,1,2
0.261,112.2,6.9,16.0,1,22.1,3.9,1,1
0.313,118.2,-0.5,-3.6,0,49.1,0.5,3,1
0.265,51.3,9.3,21.8,1,53.2,14.7,1,0
0.255,95.5,3.8,-1.5,0,52.4,4.2,0,0
0.266,28.6,5.1,-3.3,2,81.3,8.6,0,1
0.225,65.1,-1.5,33.0,2,68.0,1.7,1,2
0.286,73.5,11.6,12.2,1,31.9,3.4,2,0
0.269,104.2,9.1,14.3,0,57.0,8.6,0,0
0.303,118.1,-5.0,27.3,0,56.0,6.6,3,1
0.254,57.1,-3.9,11.4,0,96.0,11.3,1,2
0.317,78.1,7.0,-1.9,0,28.4,14.7,1,1
0.218,91.2,-7.5,25.2,0,38.4,0.2,2,1
0.195,56.2,-1.3,31.7,0,62.5,14.2,0,0
0.286,128.4,2.7,19.9,2,49.7,6.7,2,1
0.261,116.3,-3.9,29.1,0,53.4,13.3,1,2
0.361,52.6,9.5,-13.4,0,78.7,10.1,0,2
0.3,75.9,9.8,11.8,0,59.7,10.0,0,1
0.287,45.4,11.1,7.9,1,66.6,9.8,1,1
0.323,76.6,-5.1,-11.8,0,62.0,2.1,3,2
0.175,95.2,-6.4,-3.5,1,56.1,1.2,1,0
0.262,29.4,3.1,8.8,1,87.6,7.5,2,1
0.264,115.7,7.8,22.5,2,81.8,4.5,0,0
0.215,85.3,-2.2,6.3,0,29.8,6.5,1,1
0.187,128.9,-3.2,24.8,1,49.1,0.5,0,1
0.284,22.8,2.4,22.1,0,33.4,7.4,2,2
0.217,111.5,1.6,37.9,2,77.5,2.2,0,0
0.3,107.1,1.6,-7.2,0,39.6,7.7,2,1
0.211,34.6,0.1,38.6,0,57.1,10.0,0,0
0.304,56.9,6.5,-10.5,1,44.2,10.8,2,0
0.248,117.3,4.3,29.8,1,72.2,12.1,1,0
0.197,77.0,1.8,2.2,2,56.4,5.5,0,0
0.26,64.1,6.4,8.2,2,87.6,7.3,0,1
0.243,119.6,-2.8,0.2,2,23.3,5.8,0,1
0.283,30.3,9.8,29.8,1,24.1,8.6,1,1
0.203,72.0,-0.3,11.1,2,97.5,1.2,0,1
0.192,91.8,-1.4,22.0,1,70.9,6.9,1,1
0.232,86.9,2.8,37.3,2,75.4,4.1,0,0
0.182,49.1,-2.6,5.2,0,98.8,3.5,0,0
0.243,82.0,-2.6,11.5,0,81.4,9.6,2,1
0.209,97.9,-6.4,-11.3,2,80.2,3.9,1,0
0.244,84.3,5.0,18.0,2,96.0,7.2,1,0
0.289,95.3,10.3,2.4,0,30.1,1.8,0,0
0.32,48.2,5.7,18.6,0,96.5,5.7,2,2
0.345,111.6,3.4,1.6,2,58.3,14.4,2,2
0.274,69.5,6.2,-9.0,2,44.6,5.5,1,0
0.33,128.6,11.3,1.9,2,42.6,3.5,0,0
0.196,22.6,-1.3,30.1,1,35.8,10.3,1,0
0.226,61.8,0.6,-5.0,2,98.3,13.2,0,0
0.213,39.9,-2.3,-5.3,1,23.7,8.3,0,1
0.23,81.1,-7.7,30.3,0,60.0,12.0,0,2
0.265,46.8,-1.1,-0.8,1,67.2,10.3,3,0
0.171,101.1,-6.6,3.3,0,43.9,7.3,0,0
0.35,117.0,9.2,14.7,0,43.5,8.0,1,2
0.257,43.2,6.3,8.3,1,60.3,8.9,2,0
0.228,37.7,-1.9,30.2,2,82.4,2.2,0,2
0.173,116.3,-1.4,16.8,1,42.7,2.4,0,1
0.213,59.7,3.4,24.3,2,56.9,12.9,0,0
0.302,67.8,8.0,24.0,2,29.0,14.9,0,2
0.309,44.3,6.4,-10.8,1,21.7,14.3,1,1
0.259,66.8,-7.4,38.6,0,26.8,13.8,2,2
0.291,45.4,7.7,-11.1,2,70.6,13.6,0,0
0.376,93.3,9.6,37.2,0,26.5,15.0,2,2
0.235,74.9,-6.2,39.3,0,86.7,7.2,1,2
0.295,106.7,7.4,-0.7,1,39.0,10.0,0,1
0.196,54.4,-3.0,20.4,2,55.9,9.4,0,1
0.234,75.6,-4.5,-12.1,2,73.0,11.8,0,1
0.249,48.5,2.9,22.4,0,70.9,1.7,1,2
0.366,122.8,3.1,-4.7,0,73.3,13.6,2,2
0.251,77.4,1.4,36.8,2,91.6,2.5,2,2
0.308,39.1,10.0,21.0,1,38.2,8.4,1,2
0.3,50.0,-3.2,27.1,0,37.5,8.9,3,2
0.234,29.1,4.1,37.0,1,59.9,14.6,0,0
0.235,23.1,0.2,32.2,0,85.4,9.8,0,1
0.294,77.9,9.5,10.7,0,67.5,13.8,0,0
0.224,57.1,-5.3,-5.6,1,23.6,5.1,0,2
0.228,126.0,-6.3,2.8,1,38.5,14.5,1,1
0.297,38.8,11.9,17.4,0,95.8,3.3,0,0
0.253,107.3,3.5,26.0,2,80.2,8.6,1,1
0.266,54.8,10.2,-1.0,1,63.6,3.7,0,0
0.209,44.6,0.2,9.7,2,58.3,3.1,1,1
0.392,126.7,4.1,4.7,2,91.8,8.8,3,2
0.278,108.3,5.9,11.0,1,60.7,14.6,1,1
0.318,89.4,11.7,3.2,0,37.2,4.2,0,1
0.2,96.7,-5.7,-6.3,1,21.4,7.5,0,0
0.281,129.1,-5.5,11.7,0,64.1,11.7,2,1
0.194,85.3,2.5,37.2,0,48.2,6.5,0,0
0.237,31.2,-6.9,-9.1,2,57.6,5.4,2,0
0.275,27.1,6.5,31.0,1,78.1,1.0,0,2
0.294,93.3,11.8,25.4,0,89.1,9.4,0,0
0.277,92.3,8.2,3.1,0,34.7,14.4,0,0
0.227,102.3,-2.7,-7.4,1,64.0,6.6,1,1
0.325,32.0,8.0,36.3,2,36.4,14.3,0,2
0.319,123.9,4.6,5.9,0,29.6,2.4,1,2
0.174,80.6,-5.6,8.9,1,93.0,6.4,0,1
0.321,91.5,3.3,2.6,1,51.2,7.7,3,1
